,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:e868e7389e40,AirBeam3:e868e7389e40,AirBeam3:e868e7389e40,AirBeam3:e868e7389e40,AirBeam3:e868e7389e40
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1289,Atonsu  High School Junction,2023-10-31T12:55:37.000,6.6594667,-1.5941783,104.0,8.0,10.0,9.0,45.0
1290,Atonsu  High School Junction,2023-10-31T12:55:42.000,6.6594667,-1.5941783,104.0,8.0,9.0,9.0,45.0
1291,Atonsu  High School Junction,2023-10-31T12:55:47.000,6.6594667,-1.5941783,104.0,7.0,8.0,8.0,45.0
1292,Atonsu  High School Junction,2023-10-31T12:55:52.000,6.6594667,-1.5941783,104.0,7.0,8.0,8.0,44.0
1293,Atonsu  High School Junction,2023-10-31T12:55:57.000,6.6594667,-1.5941783,104.0,8.0,10.0,9.0,44.0
1294,Atonsu  High School Junction,2023-10-31T12:56:02.000,6.6594667,-1.5941783,104.0,10.0,11.0,10.0,44.0
1295,Atonsu  High School Junction,2023-10-31T12:56:07.000,6.6594667,-1.5941783,104.0,12.0,13.0,13.0,44.0
1296,Atonsu  High School Junction,2023-10-31T12:56:12.000,6.6594667,-1.5941783,104.0,11.0,12.0,12.0,45.0
1297,Atonsu  High School Junction,2023-10-31T12:56:17.000,6.6594667,-1.5941783,104.0,10.0,11.0,10.0,45.0
1298,Atonsu  High School Junction,2023-10-31T12:56:22.000,6.6594667,-1.5941783,104.0,9.0,10.0,9.0,44.0
1299,Atonsu  High School Junction,2023-10-31T12:56:27.000,6.6594667,-1.5941783,104.0,8.0,9.0,9.0,44.0
1300,Atonsu  High School Junction,2023-10-31T12:56:32.000,6.6594667,-1.5941783,104.0,7.0,8.0,8.0,44.0
1301,Atonsu  High School Junction,2023-10-31T12:56:37.000,6.6594667,-1.5941783,104.0,7.0,8.0,8.0,44.0
1302,Atonsu  High School Junction,2023-10-31T12:56:42.000,6.6594667,-1.5941783,104.0,8.0,10.0,9.0,45.0
1303,Atonsu  High School Junction,2023-10-31T12:56:47.000,6.6594667,-1.5941783,104.0,9.0,10.0,9.0,45.0
1304,Atonsu  High School Junction,2023-10-31T12:56:52.000,6.6594667,-1.5941783,104.0,10.0,11.0,10.0,44.0
1305,Atonsu  High School Junction,2023-10-31T12:56:57.000,6.6594667,-1.5941783,104.0,9.0,11.0,10.0,44.0
1306,Atonsu  High School Junction,2023-10-31T12:57:02.000,6.6594667,-1.5941783,104.0,7.0,8.0,8.0,44.0
1307,Atonsu  High School Junction,2023-10-31T12:57:07.000,6.6594667,-1.5941783,104.0,6.0,7.0,7.0,44.0
1308,Atonsu  High School Junction,2023-10-31T12:57:12.000,6.6594667,-1.5941783,104.0,6.0,7.0,7.0,44.0
1309,Atonsu  High School Junction,2023-10-31T12:57:17.000,6.6594667,-1.5941783,104.0,7.0,8.0,8.0,45.0
1310,Atonsu  High School Junction,2023-10-31T12:57:22.000,6.6594667,-1.5941783,104.0,7.0,8.0,8.0,45.0
1311,Atonsu  High School Junction,2023-10-31T12:57:27.000,6.6594667,-1.5941783,104.0,7.0,8.0,8.0,44.0
1312,Atonsu  High School Junction,2023-10-31T12:57:32.000,6.6594667,-1.5941783,104.0,7.0,8.0,8.0,44.0
1313,Atonsu  High School Junction,2023-10-31T12:57:37.000,6.6594667,-1.5941783,104.0,6.0,7.0,7.0,45.0
1314,Atonsu  High School Junction,2023-10-31T12:57:42.000,6.6594667,-1.5941783,104.0,6.0,7.0,7.0,45.0
1315,Atonsu  High School Junction,2023-10-31T12:57:47.000,6.6594833,-1.5941709,104.0,7.0,8.0,8.0,45.0
1316,Atonsu  High School Junction,2023-10-31T12:57:52.000,6.6594751,-1.5941704,104.0,7.0,8.0,8.0,44.0
1317,Atonsu  High School Junction,2023-10-31T12:57:57.000,6.659475,-1.59417,104.0,5.0,6.0,6.0,45.0
1318,Atonsu  High School Junction,2023-10-31T12:58:02.000,6.659475,-1.59417,104.0,6.0,7.0,7.0,44.0
1319,Atonsu  High School Junction,2023-10-31T12:58:07.000,6.659475,-1.59417,104.0,7.0,8.0,8.0,44.0
1320,Atonsu  High School Junction,2023-10-31T12:58:12.000,6.659475,-1.59417,104.0,8.0,9.0,9.0,45.0
1321,Atonsu  High School Junction,2023-10-31T12:58:17.000,6.659475,-1.59417,104.0,8.0,10.0,9.0,45.0
1322,Atonsu  High School Junction,2023-10-31T12:58:22.000,6.659475,-1.59417,104.0,7.0,8.0,8.0,45.0
1323,Atonsu  High School Junction,2023-10-31T12:58:27.000,6.659475,-1.59417,104.0,10.0,11.0,10.0,46.0
1324,Atonsu  High School Junction,2023-10-31T12:58:32.000,6.659475,-1.59417,104.0,11.0,12.0,12.0,46.0
1325,Atonsu  High School Junction,2023-10-31T12:58:37.000,6.659475,-1.59417,104.0,11.0,12.0,11.0,45.0
1326,Atonsu  High School Junction,2023-10-31T12:58:42.000,6.659475,-1.59417,104.0,8.0,9.0,9.0,45.0
1327,Atonsu  High School Junction,2023-10-31T12:58:47.000,6.659475,-1.59417,104.0,7.0,8.0,8.0,46.0
1328,Atonsu  High School Junction,2023-10-31T12:58:52.000,6.659475,-1.59417,104.0,7.0,8.0,8.0,46.0
1329,Atonsu  High School Junction,2023-10-31T12:58:57.000,6.659475,-1.59417,104.0,7.0,8.0,8.0,46.0
1330,Atonsu  High School Junction,2023-10-31T12:59:02.000,6.659475,-1.59417,104.0,7.0,8.0,8.0,46.0
1331,Atonsu  High School Junction,2023-10-31T12:59:07.000,6.659475,-1.59417,104.0,7.0,8.0,8.0,46.0
1332,Atonsu  High School Junction,2023-10-31T12:59:12.000,6.6594899,-1.5941666,104.0,6.0,7.0,7.0,45.0
1333,Atonsu  High School Junction,2023-10-31T12:59:17.000,6.65949,-1.5941667,104.0,6.0,7.0,7.0,44.0
1334,Atonsu  High School Junction,2023-10-31T12:59:22.000,6.65949,-1.5941667,104.0,5.0,6.0,6.0,45.0
1335,Atonsu  High School Junction,2023-10-31T12:59:27.000,6.65949,-1.5941667,104.0,4.0,5.0,5.0,45.0
1336,Atonsu  High School Junction,2023-10-31T12:59:32.000,6.65949,-1.5941667,104.0,5.0,6.0,6.0,45.0
1337,Atonsu  High School Junction,2023-10-31T12:59:37.000,6.65949,-1.5941667,104.0,6.0,7.0,7.0,45.0
1338,Atonsu  High School Junction,2023-10-31T12:59:42.000,6.65949,-1.5941667,104.0,7.0,8.0,8.0,46.0
1339,Atonsu  High School Junction,2023-10-31T12:59:47.000,6.65949,-1.5941667,104.0,7.0,8.0,8.0,46.0
1340,Atonsu  High School Junction,2023-10-31T12:59:52.000,6.65949,-1.5941667,104.0,6.0,7.0,7.0,47.0
1341,Atonsu  High School Junction,2023-10-31T12:59:57.000,6.65949,-1.5941667,104.0,6.0,7.0,7.0,47.0
1342,Atonsu  High School Junction,2023-10-31T13:00:02.000,6.65949,-1.5941667,104.0,7.0,8.0,8.0,46.0
1343,Atonsu  High School Junction,2023-10-31T13:00:07.000,6.65949,-1.5941667,104.0,6.0,7.0,7.0,46.0
1344,Atonsu  High School Junction,2023-10-31T13:00:12.000,6.65949,-1.5941667,104.0,6.0,7.0,7.0,45.0
1345,Atonsu  High School Junction,2023-10-31T13:00:17.000,6.65949,-1.5941667,104.0,6.0,7.0,7.0,46.0
1346,Atonsu  High School Junction,2023-10-31T13:00:22.000,6.65949,-1.5941667,104.0,6.0,7.0,7.0,47.0
1347,Atonsu  High School Junction,2023-10-31T13:00:27.000,6.6594605,-1.5941701,104.0,6.0,7.0,7.0,46.0
1348,Atonsu  High School Junction,2023-10-31T13:00:32.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,46.0
1349,Atonsu  High School Junction,2023-10-31T13:00:37.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,46.0
1350,Atonsu  High School Junction,2023-10-31T13:00:42.000,6.6594617,-1.5941733,104.0,4.0,5.0,5.0,45.0
1351,Atonsu  High School Junction,2023-10-31T13:00:47.000,6.6594617,-1.5941733,104.0,4.0,5.0,5.0,45.0
1352,Atonsu  High School Junction,2023-10-31T13:00:52.000,6.6594617,-1.5941733,104.0,5.0,6.0,6.0,46.0
1353,Atonsu  High School Junction,2023-10-31T13:00:57.000,6.6594617,-1.5941733,104.0,4.0,5.0,5.0,46.0
1354,Atonsu  High School Junction,2023-10-31T13:01:02.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,46.0
1355,Atonsu  High School Junction,2023-10-31T13:01:07.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,45.0
1356,Atonsu  High School Junction,2023-10-31T13:01:12.000,6.6594617,-1.5941733,104.0,7.0,9.0,8.0,45.0
1357,Atonsu  High School Junction,2023-10-31T13:01:17.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,45.0
1358,Atonsu  High School Junction,2023-10-31T13:01:22.000,6.6594617,-1.5941733,104.0,8.0,10.0,9.0,45.0
1359,Atonsu  High School Junction,2023-10-31T13:01:27.000,6.6594617,-1.5941733,104.0,10.0,11.0,10.0,46.0
1360,Atonsu  High School Junction,2023-10-31T13:01:32.000,6.6594617,-1.5941733,104.0,9.0,10.0,9.0,46.0
1361,Atonsu  High School Junction,2023-10-31T13:01:37.000,6.6594617,-1.5941733,104.0,8.0,10.0,9.0,45.0
1362,Atonsu  High School Junction,2023-10-31T13:01:42.000,6.6594617,-1.5941733,104.0,7.0,9.0,8.0,44.0
1363,Atonsu  High School Junction,2023-10-31T13:01:47.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,44.0
1364,Atonsu  High School Junction,2023-10-31T13:01:52.000,6.6594617,-1.5941733,104.0,5.0,6.0,6.0,43.0
1365,Atonsu  High School Junction,2023-10-31T13:01:57.000,6.6594617,-1.5941733,104.0,4.0,5.0,5.0,43.0
1366,Atonsu  High School Junction,2023-10-31T13:02:02.000,6.6594617,-1.5941733,104.0,5.0,6.0,6.0,43.0
1367,Atonsu  High School Junction,2023-10-31T13:02:07.000,6.6594617,-1.5941733,104.0,5.0,6.0,6.0,44.0
1368,Atonsu  High School Junction,2023-10-31T13:02:12.000,6.6594617,-1.5941733,104.0,5.0,6.0,6.0,44.0
1369,Atonsu  High School Junction,2023-10-31T13:02:17.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,44.0
1370,Atonsu  High School Junction,2023-10-31T13:02:22.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,44.0
1371,Atonsu  High School Junction,2023-10-31T13:02:27.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,44.0
1372,Atonsu  High School Junction,2023-10-31T13:02:32.000,6.6594617,-1.5941733,104.0,6.0,7.0,6.0,44.0
1373,Atonsu  High School Junction,2023-10-31T13:02:37.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,44.0
1374,Atonsu  High School Junction,2023-10-31T13:02:42.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,45.0
1375,Atonsu  High School Junction,2023-10-31T13:02:47.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,45.0
1376,Atonsu  High School Junction,2023-10-31T13:02:52.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,44.0
1377,Atonsu  High School Junction,2023-10-31T13:02:57.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,45.0
1378,Atonsu  High School Junction,2023-10-31T13:03:02.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,45.0
1379,Atonsu  High School Junction,2023-10-31T13:03:07.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,45.0
1380,Atonsu  High School Junction,2023-10-31T13:03:12.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,46.0
1381,Atonsu  High School Junction,2023-10-31T13:03:17.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,46.0
1382,Atonsu  High School Junction,2023-10-31T13:03:22.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,46.0
1383,Atonsu  High School Junction,2023-10-31T13:03:27.000,6.6594617,-1.5941733,104.0,6.0,7.0,7.0,46.0
1384,Atonsu  High School Junction,2023-10-31T13:03:32.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,46.0
1385,Atonsu  High School Junction,2023-10-31T13:03:37.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,47.0
1386,Atonsu  High School Junction,2023-10-31T13:03:42.000,6.6594617,-1.5941733,104.0,7.0,8.0,8.0,48.0
1387,Atonsu  High School Junction,2023-10-31T13:03:47.000,6.6594617,-1.5941733,105.0,7.0,9.0,8.0,47.0
1388,Atonsu  High School Junction,2023-10-31T13:03:52.000,6.6594617,-1.5941733,105.0,7.0,8.0,8.0,47.0
1389,Atonsu  High School Junction,2023-10-31T13:03:57.000,6.6594617,-1.5941733,105.0,7.0,8.0,8.0,46.0
1390,Atonsu  High School Junction,2023-10-31T13:04:02.000,6.6594617,-1.5941733,105.0,7.0,8.0,8.0,46.0
1391,Atonsu  High School Junction,2023-10-31T13:04:07.000,6.6594617,-1.5941733,105.0,7.0,8.0,8.0,46.0
1392,Atonsu  High School Junction,2023-10-31T13:04:12.000,6.6594617,-1.5941733,105.0,7.0,8.0,8.0,46.0
1393,Atonsu  High School Junction,2023-10-31T13:04:17.000,6.6594617,-1.5941733,105.0,7.0,9.0,8.0,45.0
1394,Atonsu  High School Junction,2023-10-31T13:04:22.000,6.6594627,-1.5941721,105.0,7.0,8.0,8.0,46.0
1395,Atonsu  High School Junction,2023-10-31T13:04:27.000,6.6594628,-1.5941705,105.0,6.0,7.0,7.0,46.0
1396,Atonsu  High School Junction,2023-10-31T13:04:32.000,6.6594931,-1.5941395,105.0,17.0,26.0,19.0,45.0
1397,Atonsu  High School Junction,2023-10-31T13:04:37.000,6.6595189,-1.5941116,105.0,63.0,131.0,75.0,45.0
1398,Atonsu  High School Junction,2023-10-31T13:04:42.000,6.6595278,-1.594106,105.0,50.0,98.0,58.0,44.0
1399,Atonsu  High School Junction,2023-10-31T13:04:47.000,6.6595191,-1.5940938,105.0,18.0,21.0,19.0,45.0
1400,Atonsu  High School Junction,2023-10-31T13:04:52.000,6.6594926,-1.5940902,105.0,48.0,94.0,56.0,45.0
1401,Atonsu  High School Junction,2023-10-31T13:04:57.000,6.6594843,-1.5940871,105.0,75.0,162.0,90.0,44.0
1402,Atonsu  High School Junction,2023-10-31T13:05:02.000,6.6594757,-1.5940691,105.0,45.0,84.0,51.0,44.0
1403,Atonsu  High School Junction,2023-10-31T13:05:07.000,6.6594494,-1.5940334,105.0,23.0,31.0,25.0,44.0
1404,Atonsu  High School Junction,2023-10-31T13:05:12.000,6.6594425,-1.5940157,105.0,15.0,17.0,16.0,44.0
1405,Atonsu  High School Junction,2023-10-31T13:05:17.000,6.6594493,-1.5940038,105.0,10.0,11.0,10.0,43.0
1406,Atonsu  High School Junction,2023-10-31T13:05:22.000,6.65944,-1.5939808,105.0,7.0,8.0,8.0,43.0
1407,Atonsu  High School Junction,2023-10-31T13:05:27.000,6.6594251,-1.593923,105.0,7.0,9.0,8.0,43.0
1408,Atonsu  High School Junction,2023-10-31T13:05:32.000,6.6594226,-1.5938708,105.0,8.0,10.0,9.0,44.0
1409,Atonsu  High School Junction,2023-10-31T13:05:37.000,6.6593944,-1.5938487,105.0,7.0,8.0,8.0,44.0
1410,Atonsu  High School Junction,2023-10-31T13:05:42.000,6.6593783,-1.5938392,105.0,6.0,7.0,7.0,44.0
1411,Atonsu  High School Junction,2023-10-31T13:05:47.000,6.659345,-1.5938267,105.0,5.0,6.0,6.0,44.0
1412,Atonsu  High School Junction,2023-10-31T13:05:52.000,6.6593011,-1.5937915,105.0,4.0,5.0,5.0,44.0
1413,Atonsu  High School Junction,2023-10-31T13:05:57.000,6.6592758,-1.5937506,105.0,5.0,5.0,5.0,44.0
1414,Atonsu  High School Junction,2023-10-31T13:06:02.000,6.6592814,-1.5937439,105.0,5.0,6.0,6.0,46.0
1415,Atonsu  High School Junction,2023-10-31T13:06:07.000,6.6592869,-1.5937338,105.0,5.0,6.0,6.0,46.0
1416,Atonsu  High School Junction,2023-10-31T13:06:12.000,6.6592753,-1.5937073,105.0,5.0,6.0,6.0,45.0
1417,Atonsu  High School Junction,2023-10-31T13:06:17.000,6.6592524,-1.593675,105.0,6.0,7.0,7.0,45.0
1418,Atonsu  High School Junction,2023-10-31T13:06:22.000,6.6592371,-1.5936554,105.0,6.0,7.0,7.0,45.0
1419,Atonsu  High School Junction,2023-10-31T13:06:27.000,6.6592411,-1.5936543,105.0,5.0,6.0,6.0,45.0
1420,Atonsu  High School Junction,2023-10-31T13:06:32.000,6.6592301,-1.5936511,105.0,5.0,6.0,6.0,45.0
1421,Atonsu  High School Junction,2023-10-31T13:06:37.000,6.6592269,-1.5936439,105.0,6.0,7.0,7.0,45.0
1422,Atonsu  High School Junction,2023-10-31T13:06:42.000,6.6592264,-1.5936389,105.0,7.0,8.0,8.0,45.0
1423,Atonsu  High School Junction,2023-10-31T13:06:47.000,6.6592276,-1.5936381,105.0,7.0,8.0,8.0,44.0
1424,Atonsu  High School Junction,2023-10-31T13:06:52.000,6.6592301,-1.5936344,105.0,7.0,8.0,8.0,44.0
1425,Atonsu  High School Junction,2023-10-31T13:06:57.000,6.6592288,-1.5936249,105.0,5.0,6.0,6.0,44.0
1426,Atonsu  High School Junction,2023-10-31T13:07:02.000,6.6592284,-1.5936212,105.0,4.0,5.0,4.0,44.0
1427,Atonsu  High School Junction,2023-10-31T13:07:07.000,6.6592283,-1.5936217,105.0,3.0,4.0,3.0,45.0
1428,Atonsu  High School Junction,2023-10-31T13:07:12.000,6.6592296,-1.5936152,105.0,3.0,4.0,3.0,44.0
1429,Atonsu  High School Junction,2023-10-31T13:07:17.000,6.6592256,-1.5935861,105.0,5.0,6.0,6.0,45.0
1430,Atonsu  High School Junction,2023-10-31T13:07:22.000,6.6592257,-1.5935609,105.0,6.0,7.0,7.0,44.0
1431,Atonsu  High School Junction,2023-10-31T13:07:27.000,6.6592241,-1.593566,105.0,6.0,7.0,7.0,43.0
1432,Atonsu  High School Junction,2023-10-31T13:07:32.000,6.6592245,-1.5935736,105.0,6.0,7.0,7.0,43.0
1433,Atonsu  High School Junction,2023-10-31T13:07:37.000,6.6592238,-1.5935769,105.0,5.0,6.0,6.0,43.0
1434,Atonsu  High School Junction,2023-10-31T13:07:42.000,6.659215,-1.59358,105.0,5.0,6.0,6.0,43.0
1435,Atonsu  High School Junction,2023-10-31T13:07:47.000,6.659215,-1.59358,105.0,6.0,7.0,7.0,43.0
1436,Atonsu  High School Junction,2023-10-31T13:07:52.000,6.659215,-1.59358,105.0,8.0,10.0,9.0,42.0
1437,Atonsu  High School Junction,2023-10-31T13:07:57.000,6.659215,-1.59358,105.0,10.0,11.0,10.0,42.0
1438,Atonsu  High School Junction,2023-10-31T13:08:02.000,6.659215,-1.59358,105.0,8.0,10.0,9.0,43.0
1439,Atonsu  High School Junction,2023-10-31T13:08:07.000,6.6592178,-1.5935754,105.0,7.0,9.0,8.0,43.0
1440,Atonsu  High School Junction,2023-10-31T13:08:12.000,6.6592118,-1.5935641,105.0,9.0,11.0,10.0,43.0
1441,Atonsu  High School Junction,2023-10-31T13:08:17.000,6.6591957,-1.593546,105.0,11.0,12.0,12.0,43.0
1442,Atonsu  High School Junction,2023-10-31T13:08:22.000,6.6591658,-1.5935446,105.0,11.0,12.0,12.0,43.0
1443,Atonsu  High School Junction,2023-10-31T13:08:27.000,6.6591367,-1.5935504,105.0,9.0,10.0,9.0,44.0
1444,Atonsu  High School Junction,2023-10-31T13:08:32.000,6.6591323,-1.5935498,105.0,10.0,11.0,10.0,43.0
1445,Atonsu  High School Junction,2023-10-31T13:08:37.000,6.6591228,-1.5935422,105.0,18.0,22.0,20.0,43.0
1446,Atonsu  High School Junction,2023-10-31T13:08:42.000,6.6591178,-1.5935412,105.0,22.0,29.0,24.0,43.0
1447,Atonsu  High School Junction,2023-10-31T13:08:47.000,6.6591167,-1.5935318,105.0,18.0,22.0,20.0,43.0
1448,Atonsu  High School Junction,2023-10-31T13:08:52.000,6.6591167,-1.5935317,105.0,14.0,16.0,15.0,43.0
1449,Atonsu  High School Junction,2023-10-31T13:08:57.000,6.6590723,-1.5934583,105.0,20.0,25.0,22.0,44.0
1450,Atonsu  High School Junction,2023-10-31T13:09:02.000,6.6590665,-1.5934559,104.0,23.0,32.0,25.0,44.0
1451,Atonsu  High School Junction,2023-10-31T13:09:07.000,6.6590702,-1.5934697,104.0,22.0,30.0,24.0,43.0
1452,Atonsu  High School Junction,2023-10-31T13:09:12.000,6.6590685,-1.5934773,104.0,16.0,19.0,18.0,44.0
1453,Atonsu  High School Junction,2023-10-31T13:09:17.000,6.6590639,-1.593477,105.0,16.0,18.0,17.0,44.0
1454,Atonsu  High School Junction,2023-10-31T13:09:22.000,6.6590636,-1.5934782,105.0,17.0,20.0,19.0,44.0
1455,Atonsu  High School Junction,2023-10-31T13:09:27.000,6.6590618,-1.5934767,105.0,17.0,20.0,19.0,44.0
1456,Atonsu  High School Junction,2023-10-31T13:09:32.000,6.6590606,-1.5934744,105.0,18.0,21.0,20.0,44.0
1457,Atonsu  High School Junction,2023-10-31T13:09:37.000,6.6590599,-1.5934736,105.0,19.0,22.0,21.0,44.0
1458,Atonsu  High School Junction,2023-10-31T13:09:42.000,6.6590572,-1.5934699,105.0,21.0,27.0,23.0,44.0
1459,Atonsu  High School Junction,2023-10-31T13:09:47.000,6.6590682,-1.5934733,105.0,22.0,29.0,24.0,44.0
1460,Atonsu  High School Junction,2023-10-31T13:09:52.000,6.6590683,-1.5934733,104.0,20.0,25.0,22.0,44.0
1461,Atonsu  High School Junction,2023-10-31T13:09:57.000,6.6590683,-1.5934733,104.0,22.0,28.0,24.0,44.0
1462,Atonsu  High School Junction,2023-10-31T13:10:02.000,6.6590683,-1.5934733,104.0,27.0,39.0,29.0,44.0
1463,Atonsu  High School Junction,2023-10-31T13:10:07.000,6.659059,-1.593472,105.0,25.0,36.0,27.0,44.0
1464,Atonsu  High School Junction,2023-10-31T13:10:12.000,6.6590573,-1.5934722,105.0,19.0,23.0,20.0,44.0
1465,Atonsu  High School Junction,2023-10-31T13:10:17.000,6.6590555,-1.5934721,104.0,13.0,14.0,14.0,44.0
1466,Atonsu  High School Junction,2023-10-31T13:10:22.000,6.6590564,-1.5934728,104.0,13.0,15.0,14.0,43.0
1467,Atonsu  High School Junction,2023-10-31T13:10:27.000,6.6590576,-1.5934738,104.0,19.0,22.0,20.0,43.0
1468,Atonsu  High School Junction,2023-10-31T13:10:32.000,6.6590595,-1.5934755,104.0,26.0,37.0,28.0,43.0
1469,Atonsu  High School Junction,2023-10-31T13:10:37.000,6.6590601,-1.5934776,104.0,29.0,44.0,31.0,43.0
1470,Atonsu  High School Junction,2023-10-31T13:10:42.000,6.6590607,-1.5934769,104.0,29.0,44.0,31.0,43.0
1471,Atonsu  High School Junction,2023-10-31T13:10:47.000,6.6590622,-1.5934753,104.0,80.0,174.0,96.0,43.0
1472,Atonsu  High School Junction,2023-10-31T13:10:52.000,6.6590617,-1.593474,104.0,104.0,235.0,127.0,44.0
1473,Atonsu  High School Junction,2023-10-31T13:10:57.000,6.6590638,-1.5934739,104.0,66.0,139.0,79.0,44.0
1474,Atonsu  High School Junction,2023-10-31T13:11:02.000,6.6590635,-1.5934752,104.0,30.0,49.0,34.0,44.0
1475,Atonsu  High School Junction,2023-10-31T13:11:07.000,6.6590646,-1.5934759,104.0,23.0,32.0,25.0,44.0
1476,Atonsu  High School Junction,2023-10-31T13:11:12.000,6.6590641,-1.5934751,104.0,21.0,28.0,23.0,44.0
1477,Atonsu  High School Junction,2023-10-31T13:11:17.000,6.6590649,-1.5934762,104.0,16.0,18.0,17.0,44.0
1478,Atonsu  High School Junction,2023-10-31T13:11:22.000,6.6590659,-1.5934766,104.0,19.0,23.0,21.0,44.0
1479,Atonsu  High School Junction,2023-10-31T13:11:27.000,6.6590674,-1.5934772,104.0,21.0,28.0,23.0,44.0
1480,Atonsu  High School Junction,2023-10-31T13:11:32.000,6.6590705,-1.5934761,104.0,22.0,30.0,24.0,44.0
1481,Atonsu  High School Junction,2023-10-31T13:11:37.000,6.6590704,-1.5934764,104.0,23.0,32.0,25.0,44.0
1482,Atonsu  High School Junction,2023-10-31T13:11:42.000,6.6590684,-1.5934764,104.0,30.0,47.0,33.0,44.0
1483,Atonsu  High School Junction,2023-10-31T13:11:47.000,6.6590676,-1.5934767,104.0,33.0,54.0,36.0,44.0
1484,Atonsu  High School Junction,2023-10-31T13:11:52.000,6.6590684,-1.5934776,104.0,20.0,26.0,22.0,44.0
1485,Atonsu  High School Junction,2023-10-31T13:11:57.000,6.6590708,-1.5934747,104.0,17.0,19.0,18.0,44.0
1486,Atonsu  High School Junction,2023-10-31T13:12:02.000,6.6590708,-1.5934741,104.0,16.0,18.0,17.0,44.0
1487,Atonsu  High School Junction,2023-10-31T13:12:07.000,6.65907,-1.5934764,105.0,19.0,22.0,21.0,44.0
1488,Atonsu  High School Junction,2023-10-31T13:12:12.000,6.6590715,-1.5934774,105.0,22.0,30.0,24.0,44.0
1489,Atonsu  High School Junction,2023-10-31T13:12:17.000,6.6590709,-1.5934758,105.0,26.0,37.0,28.0,44.0
1490,Atonsu  High School Junction,2023-10-31T13:12:22.000,6.6590714,-1.5934782,105.0,27.0,40.0,29.0,44.0
1491,Atonsu  High School Junction,2023-10-31T13:12:27.000,6.6590709,-1.5934786,105.0,26.0,37.0,28.0,44.0
1492,Atonsu  High School Junction,2023-10-31T13:12:32.000,6.6590699,-1.5934786,105.0,24.0,33.0,26.0,44.0
1493,Atonsu  High School Junction,2023-10-31T13:12:37.000,6.6590682,-1.5934771,104.0,19.0,24.0,21.0,43.0
1494,Atonsu  High School Junction,2023-10-31T13:12:42.000,6.6590732,-1.5934793,104.0,16.0,18.0,17.0,43.0
1495,Atonsu  High School Junction,2023-10-31T13:12:47.000,6.659082,-1.5934843,104.0,18.0,22.0,20.0,43.0
1496,Atonsu  High School Junction,2023-10-31T13:12:52.000,6.6590869,-1.5934884,104.0,20.0,25.0,22.0,43.0
1497,Atonsu  High School Junction,2023-10-31T13:12:57.000,6.6590989,-1.5934886,105.0,19.0,22.0,21.0,44.0
1498,Atonsu  High School Junction,2023-10-31T13:13:02.000,6.6591074,-1.593497,105.0,22.0,29.0,24.0,43.0
1499,Atonsu  High School Junction,2023-10-31T13:13:07.000,6.6591044,-1.5935038,104.0,26.0,37.0,28.0,43.0
1500,Atonsu  High School Junction,2023-10-31T13:13:12.000,6.6590979,-1.5935036,104.0,23.0,31.0,25.0,43.0
1501,Atonsu  High School Junction,2023-10-31T13:13:17.000,6.6590968,-1.5935033,104.0,25.0,36.0,27.0,43.0
1502,Atonsu  High School Junction,2023-10-31T13:13:22.000,6.6590967,-1.5935033,104.0,37.0,65.0,42.0,43.0
1503,Atonsu  High School Junction,2023-10-31T13:13:27.000,6.6590967,-1.5935033,104.0,47.0,89.0,54.0,43.0
