,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam3:e868e7389e40,AirBeam3:e868e7389e40,AirBeam3:e868e7389e40,AirBeam3:e868e7389e40,AirBeam3:e868e7389e40
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam3-F,AirBeam3-PM1,AirBeam3-PM10,AirBeam3-PM2.5,AirBeam3-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1504,Atonsu  High School Junction,2023-10-31T13:13:32.000,6.6590967,-1.5935033,104.0,49.0,95.0,57.0,43.0
1505,Atonsu  High School Junction,2023-10-31T13:13:37.000,6.6590963,-1.5935032,104.0,49.0,95.0,57.0,43.0
1506,Atonsu  High School Junction,2023-10-31T13:13:42.000,6.6590971,-1.593503,105.0,45.0,85.0,52.0,44.0
1507,Atonsu  High School Junction,2023-10-31T13:13:47.000,6.659097,-1.5935035,104.0,40.0,71.0,45.0,44.0
1508,Atonsu  High School Junction,2023-10-31T13:13:52.000,6.6590969,-1.5935029,104.0,42.0,77.0,48.0,44.0
1509,Atonsu  High School Junction,2023-10-31T13:13:57.000,6.6590967,-1.5935033,105.0,34.0,58.0,38.0,44.0
1510,Atonsu  High School Junction,2023-10-31T13:14:02.000,6.6590967,-1.5935033,105.0,26.0,38.0,28.0,44.0
1511,Atonsu  High School Junction,2023-10-31T13:14:07.000,6.6590967,-1.5935033,105.0,26.0,37.0,28.0,44.0
1512,Atonsu  High School Junction,2023-10-31T13:14:12.000,6.6591078,-1.5934921,105.0,26.0,37.0,28.0,44.0
1513,Atonsu  High School Junction,2023-10-31T13:14:17.000,6.6591117,-1.593495,105.0,22.0,29.0,24.0,44.0
1514,Atonsu  High School Junction,2023-10-31T13:14:22.000,6.6591117,-1.593495,105.0,19.0,22.0,21.0,44.0
1515,Atonsu  High School Junction,2023-10-31T13:14:27.000,6.6591117,-1.593495,105.0,17.0,20.0,19.0,44.0
1516,Atonsu  High School Junction,2023-10-31T13:14:32.000,6.6591117,-1.593495,105.0,15.0,17.0,16.0,44.0
1517,Atonsu  High School Junction,2023-10-31T13:14:37.000,6.6591011,-1.5934855,105.0,18.0,22.0,20.0,44.0
1518,Atonsu  High School Junction,2023-10-31T13:14:42.000,6.6590946,-1.5934796,105.0,26.0,38.0,29.0,44.0
1519,Atonsu  High School Junction,2023-10-31T13:14:47.000,6.6590906,-1.5934756,105.0,36.0,61.0,40.0,44.0
1520,Atonsu  High School Junction,2023-10-31T13:14:52.000,6.6590891,-1.5934744,105.0,39.0,69.0,44.0,44.0
1521,Atonsu  High School Junction,2023-10-31T13:14:57.000,6.6590901,-1.5934804,105.0,25.0,36.0,27.0,44.0
1522,Atonsu  High School Junction,2023-10-31T13:15:02.000,6.6590903,-1.593486,105.0,20.0,24.0,22.0,44.0
1523,Atonsu  High School Junction,2023-10-31T13:15:07.000,6.6591002,-1.5934924,105.0,18.0,21.0,20.0,44.0
1524,Atonsu  High School Junction,2023-10-31T13:15:12.000,6.6591032,-1.5934933,105.0,17.0,19.0,18.0,44.0
1525,Atonsu  High School Junction,2023-10-31T13:15:17.000,6.6591033,-1.5934933,105.0,18.0,21.0,20.0,44.0
1526,Atonsu  High School Junction,2023-10-31T13:15:22.000,6.6591033,-1.5934933,105.0,20.0,25.0,22.0,44.0
1527,Atonsu  High School Junction,2023-10-31T13:15:27.000,6.6590959,-1.5935002,105.0,21.0,27.0,23.0,44.0
1528,Atonsu  High School Junction,2023-10-31T13:15:32.000,6.6590907,-1.5935256,105.0,21.0,26.0,23.0,44.0
1529,Atonsu  High School Junction,2023-10-31T13:15:37.000,6.6590886,-1.5935326,105.0,20.0,26.0,22.0,43.0
1530,Atonsu  High School Junction,2023-10-31T13:15:42.000,6.6590908,-1.5935355,105.0,20.0,26.0,22.0,44.0
1531,Atonsu  High School Junction,2023-10-31T13:15:47.000,6.6590947,-1.593537,105.0,20.0,24.0,22.0,44.0
1532,Atonsu  High School Junction,2023-10-31T13:15:52.000,6.6590978,-1.5935383,105.0,19.0,22.0,21.0,44.0
1533,Atonsu  High School Junction,2023-10-31T13:15:57.000,6.6590983,-1.5935369,105.0,21.0,27.0,23.0,43.0
1534,Atonsu  High School Junction,2023-10-31T13:16:02.000,6.6590976,-1.5935366,105.0,21.0,27.0,23.0,43.0
1535,Atonsu  High School Junction,2023-10-31T13:16:07.000,6.6590865,-1.5934955,105.0,22.0,30.0,24.0,43.0
1536,Atonsu  High School Junction,2023-10-31T13:16:12.000,6.6590767,-1.5934744,105.0,23.0,32.0,25.0,44.0
1537,Atonsu  High School Junction,2023-10-31T13:16:17.000,6.659066,-1.5934556,105.0,29.0,46.0,32.0,45.0
1538,Atonsu  High School Junction,2023-10-31T13:16:22.000,6.6590581,-1.5934328,105.0,40.0,71.0,45.0,44.0
1539,Atonsu  High School Junction,2023-10-31T13:16:27.000,6.6590559,-1.593403,105.0,28.0,43.0,31.0,44.0
1540,Atonsu  High School Junction,2023-10-31T13:16:32.000,6.6590615,-1.5934067,105.0,21.0,28.0,23.0,44.0
1541,Atonsu  High School Junction,2023-10-31T13:16:37.000,6.659065,-1.5934096,105.0,22.0,30.0,24.0,44.0
1542,Atonsu  High School Junction,2023-10-31T13:16:42.000,6.6590643,-1.5934088,105.0,25.0,37.0,28.0,44.0
1543,Atonsu  High School Junction,2023-10-31T13:16:47.000,6.6590626,-1.5934129,105.0,31.0,48.0,34.0,44.0
1544,Atonsu  High School Junction,2023-10-31T13:16:52.000,6.6590629,-1.5934167,105.0,33.0,54.0,36.0,43.0
1545,Atonsu  High School Junction,2023-10-31T13:16:57.000,6.6590679,-1.5934654,105.0,43.0,79.0,49.0,43.0
1546,Atonsu  High School Junction,2023-10-31T13:17:02.000,6.6590661,-1.5934646,105.0,41.0,73.0,46.0,43.0
1547,Atonsu  High School Junction,2023-10-31T13:17:07.000,6.6590536,-1.5934469,105.0,27.0,39.0,29.0,44.0
1548,Atonsu  High School Junction,2023-10-31T13:17:12.000,6.6590523,-1.5934522,105.0,24.0,34.0,26.0,43.0
1549,Atonsu  High School Junction,2023-10-31T13:17:17.000,6.6590545,-1.5934562,105.0,20.0,26.0,22.0,43.0
1550,Atonsu  High School Junction,2023-10-31T13:17:22.000,6.659055,-1.5934567,106.0,20.0,25.0,22.0,43.0
1551,Atonsu  High School Junction,2023-10-31T13:17:27.000,6.6590457,-1.5934327,106.0,17.0,19.0,18.0,43.0
1552,Atonsu  High School Junction,2023-10-31T13:17:32.000,6.659045,-1.5934174,106.0,20.0,24.0,22.0,44.0
1553,Atonsu  High School Junction,2023-10-31T13:17:37.000,6.6590289,-1.5934092,106.0,22.0,28.0,24.0,44.0
1554,Atonsu  High School Junction,2023-10-31T13:17:42.000,6.6589904,-1.5934148,106.0,21.0,28.0,23.0,44.0
1555,Atonsu  High School Junction,2023-10-31T13:17:47.000,6.6589707,-1.5934177,106.0,22.0,28.0,24.0,45.0
1556,Atonsu  High School Junction,2023-10-31T13:17:52.000,6.6589525,-1.5934121,106.0,35.0,60.0,40.0,45.0
1557,Atonsu  High School Junction,2023-10-31T13:17:57.000,6.6589461,-1.5934027,106.0,46.0,86.0,53.0,46.0
1558,Atonsu  High School Junction,2023-10-31T13:18:02.000,6.658948,-1.5934001,106.0,42.0,77.0,48.0,46.0
1559,Atonsu  High School Junction,2023-10-31T13:18:07.000,6.6589396,-1.5933952,106.0,41.0,74.0,47.0,45.0
1560,Atonsu  High School Junction,2023-10-31T13:18:12.000,6.6589219,-1.5933835,106.0,37.0,64.0,41.0,45.0
1561,Atonsu  High School Junction,2023-10-31T13:18:17.000,6.6589217,-1.5933833,106.0,39.0,70.0,45.0,46.0
1562,Atonsu  High School Junction,2023-10-31T13:18:22.000,6.6589217,-1.5933833,106.0,45.0,84.0,51.0,45.0
1563,Atonsu  High School Junction,2023-10-31T13:18:27.000,6.6589217,-1.5933833,106.0,45.0,84.0,51.0,46.0
1564,Atonsu  High School Junction,2023-10-31T13:18:32.000,6.6589217,-1.5933833,106.0,41.0,74.0,47.0,46.0
1565,Atonsu  High School Junction,2023-10-31T13:18:37.000,6.6589217,-1.5933833,106.0,35.0,60.0,39.0,46.0
1566,Atonsu  High School Junction,2023-10-31T13:18:42.000,6.6589522,-1.5933691,106.0,33.0,54.0,36.0,46.0
1567,Atonsu  High School Junction,2023-10-31T13:18:47.000,6.65897,-1.593365,105.0,30.0,47.0,33.0,45.0
1568,Atonsu  High School Junction,2023-10-31T13:18:52.000,6.65897,-1.593365,105.0,32.0,51.0,35.0,46.0
1569,Atonsu  High School Junction,2023-10-31T13:18:57.000,6.6589106,-1.5932958,105.0,29.0,44.0,31.0,46.0
1570,Atonsu  High School Junction,2023-10-31T13:19:02.000,6.6589265,-1.5933037,105.0,25.0,35.0,27.0,47.0
1571,Atonsu  High School Junction,2023-10-31T13:19:07.000,6.658948,-1.5933247,105.0,23.0,32.0,25.0,47.0
1572,Atonsu  High School Junction,2023-10-31T13:19:12.000,6.6589615,-1.5933476,105.0,27.0,40.0,29.0,47.0
1573,Atonsu  High School Junction,2023-10-31T13:19:17.000,6.65896,-1.5933533,105.0,35.0,60.0,39.0,47.0
1574,Atonsu  High School Junction,2023-10-31T13:19:22.000,6.65896,-1.5933533,105.0,50.0,97.0,58.0,47.0
1575,Atonsu  High School Junction,2023-10-31T13:19:27.000,6.65896,-1.5933533,105.0,39.0,69.0,44.0,46.0
1576,Atonsu  High School Junction,2023-10-31T13:19:32.000,6.65896,-1.5933533,105.0,35.0,59.0,39.0,45.0
1577,Atonsu  High School Junction,2023-10-31T13:19:37.000,6.65896,-1.5933533,105.0,25.0,36.0,27.0,45.0
1578,Atonsu  High School Junction,2023-10-31T13:19:42.000,6.6589199,-1.5932921,105.0,26.0,37.0,28.0,45.0
1579,Atonsu  High School Junction,2023-10-31T13:19:47.000,6.6589167,-1.5932783,105.0,24.0,33.0,26.0,45.0
1580,Atonsu  High School Junction,2023-10-31T13:19:52.000,6.6589207,-1.5932932,105.0,24.0,33.0,26.0,45.0
1581,Atonsu  High School Junction,2023-10-31T13:19:57.000,6.6589218,-1.5932999,105.0,31.0,48.0,33.0,44.0
1582,Atonsu  High School Junction,2023-10-31T13:20:02.000,6.6589217,-1.5933,105.0,33.0,54.0,36.0,44.0
1583,Atonsu  High School Junction,2023-10-31T13:20:07.000,6.6589217,-1.5933,105.0,32.0,53.0,35.0,44.0
1584,Atonsu  High School Junction,2023-10-31T13:20:12.000,6.6589217,-1.5933,105.0,35.0,59.0,39.0,44.0
1585,Atonsu  High School Junction,2023-10-31T13:20:17.000,6.6589217,-1.5933,105.0,35.0,60.0,39.0,44.0
1586,Atonsu  High School Junction,2023-10-31T13:20:22.000,6.6589217,-1.5933,105.0,34.0,56.0,37.0,44.0
1587,Atonsu  High School Junction,2023-10-31T13:20:27.000,6.6589217,-1.5933,105.0,42.0,77.0,48.0,44.0
1588,Atonsu  High School Junction,2023-10-31T13:20:32.000,6.6589597,-1.5933214,105.0,38.0,68.0,43.0,44.0
1589,Atonsu  High School Junction,2023-10-31T13:20:37.000,6.6589763,-1.5933408,105.0,30.0,46.0,33.0,44.0
1590,Atonsu  High School Junction,2023-10-31T13:20:42.000,6.6589957,-1.5933893,105.0,24.0,34.0,26.0,44.0
1591,Atonsu  High School Junction,2023-10-31T13:20:47.000,6.6589902,-1.593459,105.0,20.0,26.0,22.0,44.0
1592,Atonsu  High School Junction,2023-10-31T13:20:52.000,6.6589672,-1.5935478,105.0,11.0,12.0,12.0,43.0
1593,Atonsu  High School Junction,2023-10-31T13:20:57.000,6.6589193,-1.5935893,105.0,6.0,7.0,7.0,43.0
1594,Atonsu  High School Junction,2023-10-31T13:21:02.000,6.6589548,-1.5935866,105.0,8.0,10.0,9.0,45.0
1595,Atonsu  High School Junction,2023-10-31T13:21:07.000,6.6589449,-1.5935928,105.0,16.0,18.0,17.0,47.0
1596,Atonsu  High School Junction,2023-10-31T13:21:12.000,6.6589402,-1.593596,105.0,19.0,24.0,21.0,50.0
